TWEET,LABEL
"b'@yongiefriends @rafikaass Wkwkwk, kok ykin bnget sih gue Army baru~ Dr mn lu tau Bighit byr tu acra? Ad bukti? Spil\xe2\x80\xa6 https://t.co/Cb3nPyo5iu'",
b'dengerin nya sambil banyangin kalo besok 15-20 tahun yg akan datang kalian inget sama bangtan dan pas banget kalian\xe2\x80\xa6 https://t.co/otMlkZRVA5',
b'@jouahamnida heran anjir sama mental kpopies julid teroossss. stream kek lagu fave lo jgn bacot doang yaelah. bilan\xe2\x80\xa6 https://t.co/dnZVirKVPa',0
"b'@DayintaPalupi Lagian beb kalo ke trigger mah streaming kek berpacu buat jd yg terbaik. Lah ini alesanmya ""kita mah\xe2\x80\xa6 https://t.co/DBT9QSbYPH'",
"b'@oxyjaehyun @jouahamnida Dulu aku army dan mengikuti segala kegiatan army dari vote, streaming, dll itu. Trs ngrasa\xe2\x80\xa6 https://t.co/kJ8J7X523Q'",
"b""Dulu, ARMY memang benar adanya 'mengemis' di radio2 di seluruh dunia tak terkecuali US dan UK.\n\nSering kali kami di\xe2\x80\xa6 https://t.co/X8UaL4oB2Z""",0
"b'@BusannRayy @taehmanispanass @BTS_twt Gabisa masuk nominasi di acara musik, trus banyak yg bully rm, apalagi ada ka\xe2\x80\xa6 https://t.co/VDCEdyqzYt'",
"b'@ibighitmenfess dari musik aja nder kebetulan suka dengerin kpop dulu terus mereka debut, musiknya enak didenger yg\xe2\x80\xa6 https://t.co/An0J7X6Dhj'",
"b'[\xf0\x9f\x93\x84]\n\nARMY telah terpilih sebagai ""Pecinta Bahasa Korea"" untuk Hari Hangul 2019 oleh Asosiasi Budaya Hangul.  ARMY t\xe2\x80\xa6 https://t.co/ZEYigrpMGW'",
"b'Padahal lagunya gratis, dikasih link download pula tp ttp bisa tembus hot 100. Army tau bagaimana menghargai sebuah musik, period.'",
"b'@tiffshwy @rafikaass Faktor keberuntungan? Waahh berarti BTS menang daesang, menang BB AWARD, diundang ke grammy, a\xe2\x80\xa6 https://t.co/KQ0h4hqmlw'",
"b'Army wahiddd\nhttps://t.co/KLL2Fnndse\n\nTak hanya menjadi salah satu boyband K-Pop paling populer di Asia, popularita\xe2\x80\xa6 https://t.co/ZH4k6tef92'",
b'army emang gitu suka nyerang fandom lain tapi ga ngomongin fakta kalo bts sendiri tiap bikin musik nyalin sesuatu y\xe2\x80\xa6 https://t.co/fQLTkECKD5',0
b'@army_oneit_ @BTS_twt Dom PONOROGO JATIM\nlagu Love my self [Love yourself unconditionally just as you love those cl\xe2\x80\xa6 https://t.co/nUOM5Ka2Jn',
"b'SM dengan segudang lagu dan konsepnya digugat?? Ya udaah... kpop diisi aja BTS - ARMY doang. Comeback sendiri, biki\xe2\x80\xa6 https://t.co/uJC0Z3gKm6'",0
b'Dan gua udah gedeg banget. Mereka nyenggol sana nyenggol sini. Gua mau bacot aja tanpa ada sensor sensoran.\n\nGINI Y\xe2\x80\xa6 https://t.co/Pk9lgUys40',0
"b'@soobinssie Nah.. itu, ada bbrpa idol grup yg thn kemaren disband trus fansnya nyalahin bts dan army yg di bilang t\xe2\x80\xa6 https://t.co/KiuDjWI5ic'",
"b'Yang lawak yang bacot anak musik juga bukan. Anjir kaga malu, pdhl army yg anak musik aja udah nyuruh mereka berent\xe2\x80\xa6 https://t.co/PnuzGiWMm2'",0
"b'@k00kieinPink Akupun merasa gitu, ga akan ada idol yg kaya bangtan dan ga akan ada fandom yg kaya army\nBangtan puny\xe2\x80\xa6 https://t.co/7TOLMrJIMG'",
"b'@busansbroz Karena konsep musik&amp; mv mereka berbeda, lagunya enak didengar dan maknanya bagus, mereka menulis lagu s\xe2\x80\xa6 https://t.co/3eXSpiPYgM'",1
b'@AnjayGurihnjay Denger musik korea dikata Army\nDenger musik indie dikata galau mulu\nDenger musik rap dikata beranda\xe2\x80\xa6 https://t.co/bHXlD0RVbR',
b'Walaupun tahun ini promotor musik di Indonesia gak mampu memboyong @BTS_twt tapi army Indonesia mendapat semacam ha\xe2\x80\xa6 https://t.co/huPAEMtZw1',
"b""@MinYoonDe Pas era apa itu yang 'katanya' di salah satu acara musik mereka tampil pas lampu-lampu udah dimatikan, i\xe2\x80\xa6 https://t.co/pSHLvbGcUx""",
"b'Semalem lg ngobrol2 sm pa azh sama mas imal, trs disuruh dengerin dan nnton video musik lagu kesukaan mereka kan, d\xe2\x80\xa6 https://t.co/lQGAuMQlz5'",
"b'Alhamdulillah lagu ""February Rain"" @DheandrAdelina mendapat apresiasi yang bagus, thanks ya \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f &gt;&gt; Reposted from\xe2\x80\xa6 https://t.co/EAeB9B9pCx'",
b'@askmenfess Emang k-pop yang kayak gimana sih? Banyak lagu lagu yang liriknya bagus bagus yang musiknya enak dideng\xe2\x80\xa6 https://t.co/jipxilkKqL',
"b'Kenapa sih musik opening DBK terus terngiang-ngiang, bagus banget \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad'",1
b'Baru sadar pentingnya setiap hari mendengarkan musik bagus.',
"b'@mdzkwnmd bagus bagus, anak musik?'",
b'@Soona_choi @BucinnyaTaeyon9 Fokus aja ke fav nya masing2 yah... anda kok bisa sampai chat ini tu dr mana... ini kp\xe2\x80\xa6 https://t.co/dMOtnPpOBK',
b'Udahlah mas budiman bikin musik aja bagus kok',1
b'Ato pen bagi lagu bagus ke kamu tp selera musik kita beda:)',
b'@HICLSDGENCY Saya ngeidolain semua member day6 karena mereka selain bisa bermain alat musik dan suaranya juga bagus\xe2\x80\xa6 https://t.co/gTbd7RVfii',1
"b'setahunan lalu, di minimarket point, sendirian, aku mikir kalo karya yang bagus itu hasil dari tempaan kondisi yang\xe2\x80\xa6 https://t.co/ajm4CEEL31'",
b'Seneng dech selalu punya tetangga kosan yg suaranya bagus + anak seni musik.\n\nAKANG TETEH AKU PADAMUU\xf0\x9f\x98\x97\xf0\x9f\x98\x97\xf0\x9f\x98\x97',1
b'@Saanszla @dionysopes Mereka gk bisa di diemin ntar makin jadi2\nBiar mereka sadar. kita jg kya gni bkn cuma buat ba\xe2\x80\xa6 https://t.co/z2I69Q4oYN',
"b'@yellawgxrl Betulan.\nItu maksudnya bisa main musik akan lebih bagus, tp kalo gabisa ya gapapa'",
"b'@JAPANFESS Heartwarming, lucu, animasinya bagus, romancenya gemes, walau musik kotonya masih berasa kurang tp its okay laa'",
b'@JAPANFESS Kalo animenya ttg musik aku langsung nganggep bagus si :(\n\nApalagi ini grafiknya jg bagus tho?\n\nCuma itu\xe2\x80\xa6 https://t.co/5l5qwPYhCR',
b'Sully eonni sampe sekrang diotak aku masih kebayang lagu electric shock sama hot summer pas jaman aku smp pertama k\xe2\x80\xa6 https://t.co/3Dy9z4bOwg',
"b'@cicisriwhyni diakui secara sah gtu deh , jdi diakui sama western (kiblat musik dunia kan amrik,uk dll) diakui klo beneran bagus musiknya.'",
b'@jbaekho Dan kontrol mereka sama artistiknya kaya musik sama visual bagus bagus bagus banget',1
b'@iaminsecvre Selera musik kamu bagus juga',1
"b'Saya gak kudet kudet banget sih soal KPop. Apalagi KPop kan terkenal. Tapi, lagu lagunya idol kpop itu... Biasanya\xe2\x80\xa6 https://t.co/woNrn7pkTr'",
b'@Nur_A90 @Herlin_673YP Sokooor.... Seharusnya dia berkarya saja di blantika musik kan bagus tanpa harus nyinyir tidak produktif seperti itu.',
b'Giniyaaa.... \nKalo mereka bukan idola yang bagus dan cuma bisa buat lagu lagu cinta atau musik musik dengan makna s\xe2\x80\xa6 https://t.co/6jBl3TcK4S',
"b'Terakhir, ngedit itu susah. Sebagai org yg juga suka ngedit video aku tau untuk bikin satu video yg durasinya hanya\xe2\x80\xa6 https://t.co/m476ale4U5'",
"b'@kai_uri_namchin malah jadi artis kpop lain nanti ga dapet kesan menarik disana, aku bukan bahas hanya bts disini,\xe2\x80\xa6 https://t.co/ME1pLUciBX'",
b'@Shima_ru Eh iya ding... Berhubung cuma musik doang jadi gk kedengeran bagus apa gak nya',
b'@susugawifey_ @antiii_u @BTS_twt aku jugak.. klo musik mereka bagus dan emang banyak yg minat  ... aku ga masalah m\xe2\x80\xa6 https://t.co/ezMeteBVFF',
b'@99_weno buat artis kpop siapapun pasti rusak di mata wastern...orang orang sana pasti mikir kpop ngelakuin berbaga\xe2\x80\xa6 https://t.co/49hjiVdUGh',
b'@lazuandi semua yang lu rekomendasiin enggak dijual di kota gw huhuhuhuhu. Iya sih tapip Jabra ini gw lagi baca rev\xe2\x80\xa6 https://t.co/Nct4iTdllt',
b'Baru sadar kalo lion heart itu 14 kali wins. Sama kaya single fenomenal gee. Emang bagus sih lagunya tapi ga nyangk\xe2\x80\xa6 https://t.co/L0jl1Pd3bd',
"b'@yoonmincasa @Akit66729629 Iyap wkwk, gak wajar sih, sekarang kalo mau nangkring di billboard gak perlu musik yang\xe2\x80\xa6 https://t.co/oXxSblCwkP'",
"b""#SuperMisNumber1Party\n#SuperM #SuperM_Jopping  \nfirst i'll say thanks for your hard work, finally we got this.\nterl\xe2\x80\xa6 https://t.co/MSeObDtXpI""",
b'@Seathelight_ Meskipun kaya juga anti banget main kotor \n\nBuat apa main kotor musik mereka bagus dan berdampak kok',1
"b'@rizkyelle Kayaknya karena cara brandingnya sih kak yang bikin mereka meledak, memanfaatkan situasi. Im not a huge\xe2\x80\xa6 https://t.co/wEux6MHhqz'",
"b'Cakep, pinter, suara bagus, pinter main alat musik, rajin sholat, berbakti kepada orang tua, loyal, rajin menabung\xe2\x80\xa6 https://t.co/iu0xDolskv'",1
"b'@kordiaI Halo, Shula. Perkenalkan, saya Daniel atau biasa dipanggil Bima oleh orang dekat. Nama kamu bagus, ya. Say\xe2\x80\xa6 https://t.co/6ZMaQMMxlH'",
b'@ljkniao Kono oto tomare. Tentang anak2 SMA di klub alat musik koto. Dia disitu ketua klubnya anaknya baek. Ini gen\xe2\x80\xa6 https://t.co/woRCBFSEXX',
"b'@Noctursaurus @CenayangFilm bagus banget, gak sekedar dari plot nya doang,musik latar nya juga kena, clint eastwood\xe2\x80\xa6 https://t.co/scvQOi9F9M'",
"b'Orang selalu mengagap kalo playlist lagu mereka yang paling Bagus, dan yang lain ngak punya selera musik\n.\nPadahal\xe2\x80\xa6 https://t.co/BSAWWtW1b1'",0
"b'Tolak ukur untuk menjadi pacar saya , playlist lo harus :\n-ga harus ada yang w suka tapi jangan sengak lah kalo pre\xe2\x80\xa6 https://t.co/CayBNH6MEM'",
"b'setelah itu masukin deh, musik yang kalian mau masukin. nah biasanya kan musik ini harus dari hp gtu kan alias di d\xe2\x80\xa6 https://t.co/o6uHXvPBXN'",
"b'@rockapeler @MUSIC_FESS Selera musik masnya bagus, hmm'",
b'Gila sih ini org kalo rilis lagu selalu bagus dan nyentuh mau nada melody musik bahkan suaranya dia bersatu padu jd\xe2\x80\xa6 https://t.co/KZWfdNunzl',1
"b'ada yg tau gak , ini manggungnya dimana dan nama group musik nya apa ....??? , btw kolaborasi musik Sasando yg sang\xe2\x80\xa6 https://t.co/2sGIWwU8FK'",
"b'dah itu aja yg masuk selera musik ku, si jaehyun jaehyun ini udah ganteng selera musiknya juga bagus bgt.'",1
"b'@nctconfess Marki itu talented banget. Apa coba yang nggak dia bisa? Rap, nyanyi, dance, mc, archery, main alat mus\xe2\x80\xa6 https://t.co/2PCpBNAJtK'",
b'Sebelumnyaa siapin penyemangat eaaa wkwk atau sesuatu buat ngepertahanin mood biar bagus teruss hehee.. Kalo aku si\xe2\x80\xa6 https://t.co/0yh6Ttm4bK',
"b'Aku heran dia multitalen \nNyanyi voice high, voice low, main alat musik, acting, cooking badan jga bagus menurut ak\xe2\x80\xa6 https://t.co/sSYl8CE0e8'",1
"b'Setahun lalu pas awal suka sama idol grup nya tuh kaya ih org2 bakal mandang gmn yaa, secara dlu juga aku mandangny\xe2\x80\xa6 https://t.co/GOJUqXVVLZ'",
"b'@NOCTWON ""Sama-sama, sunbae-niiim! Ditunggu lagi musik-musik bagus dan bermakna dari NOCTURNE lainnya, loh!"" \n\nHaru\xe2\x80\xa6 https://t.co/YygWY85Jj1'",
b'Tampan. Ngemong. Pandai memasak. Selera musik bagus. Mungkin @ardyanme mau nambahin? https://t.co/v7ajrQrIwK',1
"b'@Kingmood291 Sempet mikir knapa maruk banget jadi org, udah cakep, kulit bagus, jari indah, suara bagus, jago musik...lah kitaaaaaa\xf0\x9f\x98\xad'",1
b'Mendengarkan musik favorit antara jam 6 s/d 9 pagi bisa menaikan mood bagus. #penampilanmu',1
"b'@mamski_ IP3G. beli bekas. ga ngerti aipun. lama ga dicas batrenya ngambek. msh bisa diservis ga ya, DAC nya bagus soale utk musik #lah \xf0\x9f\x98\x85'",
b'Beberapa di antaranya sengaja cari yang preloved biar lebih murah. Kenapa musik bagus lahirnya tahun 70-80an semua.\xe2\x80\xa6 https://t.co/r2Bx5qqF0r',
"b'sebenernya apasih arti dari \xe2\x80\x9cselera musik bagus\xe2\x80\x9d ??? jujur dulu gue sering ngomong gitu tapi lama kelamaan mikir, n\xe2\x80\xa6 https://t.co/chxWTJBm58'",
"b'@collegemenfess Temen gue masuk sini :) dan emg isi yg plg bagus ya di yogya ,buat musik tapi ya'",
"b'@akuntessa @sepheeraa @sixsensewoo ""Aku nggak mau."" aku menolak. Mana mau aku memainkan lagu band favoritku bersama\xe2\x80\xa6 https://t.co/ELa4Ul5dER'",
b'Ko acara tv ga ada yang bagus ya dengrin musik dulu akhh bwt menemani rasa bete aq',
b'contoh musik bagus yg jadi jele gara2 fansnya https://t.co/5SidPwFmBJ',0
"b'Makin gak sabar pengen cepat2 Nonton Film ""99 Nama Cinta"". Ini jadi salah satu Scene yang Aku tunggu2 banget nih, p\xe2\x80\xa6 https://t.co/yjNJSQraOQ'",
b'nonton channel musik live paling bagus kalo gk music everywhere ya inspirasimusik',1
"b'@thestorykids @hwangpisces Sebenarnya aku bukan penikmat musik yang jedag jedug, tapi lagu-lagu SKZ emang liriknya\xe2\x80\xa6 https://t.co/BBlBUlYvco'",
"b'Adakah yang mau beli gitarku? Sumpah udah coba belajar gak bisa bisa maininnya sampe frustasi, kayaknya passionku e\xe2\x80\xa6 https://t.co/Rf09gh7UwE'",
b'@ARMYTEAMID @BTS_twt Yaampun gerakannya pas sama musik nya astgddgvscf BAGUS BANGET\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb\xf0\x9f\x92\x9c\n#HappyJiminDay\xe2\x80\xa6 https://t.co/MJ5Bn0M5Qh',
b'Sering2 aja musik tiba2 mati biar semua orang tau omg livenya bagus dan bisa lanjut biarpun MR mati',1
"b'Kali ini saya akan menceritakan kelanjutan cerita masa kecil saya, tentang bagaimana saya mengenal musik. Seperti s\xe2\x80\xa6 https://t.co/fq6qbo5uZp'",
"b'@kchartsofficial @x1s_net Lagu debut txt biyasa aja karna dia junior bts, mkya byak yg tertarik, chart bagus d luar\xe2\x80\xa6 https://t.co/1GuuUX7Cev'",
b'@aynarahilv Denger musik-musik santai aja bagus buat rileks',
b'@zeeamommynuest @endanendan Iya nih . Kalo EDM identik sama dungdung tak \xf0\x9f\xa4\xaa walau mreka vocalnya ttp Mantili sih cum\xe2\x80\xa6 https://t.co/bJhUvqYDEK',
b'Karena ga semua materi musik bisa diset \xe2\x80\x9cstandar aja bang\xe2\x80\x9d \xe2\x80\x9cyang penting bagus\xe2\x80\x9d apalagi jenis musik yang memang pun\xe2\x80\xa6 https://t.co/1rC29gDFiL',
b'Sebenernya selera musik bokap gue itu bagus untuk ukuran bapak2 yg dulu mudanya tinggal di perbukitan Sipirok. Tapi\xe2\x80\xa6 https://t.co/gdxQIWeT1X',1
"b'Somehow aku capek jadi orang yang sedikit ngerti musik, talking shit like a superior as if you only have to listen\xe2\x80\xa6 https://t.co/BsJaDeqcIh'",0
"b'K-Pop, explained bagus banget. Harusnya musik Indonesia juga bisa. https://t.co/6HehBHmFbp'",1
b'Hpmu bagus dan spesifikasinya top tapi ga ada yg ngechat? Solusinya adalah senengin diri sendiri pake hp itu. Nggak\xe2\x80\xa6 https://t.co/CsJ2aRtCO8',
"b'@askmenfess Lagunya Somi-birthday\nForever young-BP\nGogo-BTS (ini liriknya bagus parah, tapi dikemas sama musik yang ena banget)'",
"b'CHART INLABEL! PERSAINGAN 18 MUSIK BAGUS INDONESIA FRESH TERPILIH! "" the fastest moving chart show"" BARENG @hilmanMD'",
b'Ko acara tv ga ada yang bagus ya dengrin musik dulu akhh bwt menemani rasa bete aq',0
b'Sedikit shock mengetahui harga rental studio musik 100 ribu/2 jam. Tapi memang bagus sih. Di Tenggilis cuma 55 ribu\xe2\x80\xa6 https://t.co/SXpuj9eBsc',
"b'Dan satu lagi,\n""Orang jahat adalah orang baik yang tersakiti"" \n\nSepertinya tidak sinkron dg alur ceritanya.\n\nApa yg\xe2\x80\xa6 https://t.co/SfSeE2LIdZ'",0
"b'*Me Berbicara ke Random People\nMe : Musik Jazznya bagus, suasana cafenya juga mantap, the bestlah, bener ga mas ?\nR\xe2\x80\xa6 https://t.co/c6hOPXpOqC'",
"b'@chillcuk Dengerin musik kenceng, sambil sebat dan ngebeer tapi jangan dicontoh ya yang kurang bagus'",1
b'@irasilviaaaaa Haha selamat selera musik anda bagus',1
"b'Gue gak pernah sih fanatik sama satu genre musik, buat gue musik kalau bagus ya bagus aja. Gak peduli apapun genren\xe2\x80\xa6 https://t.co/pKwOGJI6UG'",1
"b'Musik sekarang bebas dan penikmat musik bisa memilih musik tanpa ada mematok standarnya, kadang kangen juga dimana\xe2\x80\xa6 https://t.co/SkkZBVGfHp'",1
"b'@kingnamjuuun @BTS_twt HAPPY BIRTHDAY KAK JIMIN @BTS_twt \n\nDom Jogja\n\nMusik instrumennya bagus. Enak, syahdu gitu \xf0\x9f\x98\x8d https://t.co/01AFQMXhYY'",
"b'Selera musik dia bagus sih:"") kayaknya emang suka musik lama, yang kesannya kayak ballad songs gitu, fix sama seler\xe2\x80\xa6 https://t.co/g3LYaNqJq1'",
"b""Good thread. Tapi menurut jaman skrg musik bagus niche juga berkembang sama cepatnya kaya musik 'sampah' mainstream\xe2\x80\xa6 https://t.co/hVfwOMx789""",
"b'@manusiabodoh Aku mengerti, film dan musik masalah selera. Jadi jelek atau bagus relatif. Tapi percayalah, melewatk\xe2\x80\xa6 https://t.co/FpSnr86cyR'",
"b'akhir akhir ini aku terpengaruh sama ""lagu bagus itu kalo chordnya susah"". tapi ternyata banyak juga lagu bagus yan\xe2\x80\xa6 https://t.co/ShVgfwp2xS'",
"b'Seungyoun komposer kan ya? Kalo aku ga salah tau gitu. Dan emang nada dia tuh bagus, dohyon juga bisa main alat mus\xe2\x80\xa6 https://t.co/8UCDpVsm0y'",
"b'@jk_283 Chenle! Bisa main alat musik sendiri, suara udah bagus udah pernah konser sendiri, apalagiiii yang kurang?\xf0\x9f\xa5\xba\xf0\x9f\xa5\xba'",1
"b'Dulu pas kecil, suka banget nonton acara musik di tv. Mtv ampuh paling juara sih dulu. Dulu lagu juga pada bagus ba\xe2\x80\xa6 https://t.co/b9UAnnAXYE'",1
"b'Hobinya makan. Oci ini termasuk cewek dengan napsu makan yang luar biasa. Tapi herannya badannya tetep aja bagus, g\xe2\x80\xa6 https://t.co/auvDA8KgsP'",1
"b'Bagi gue musik ya terserah gimana aja, gue bukan maestro bukan sarjana musik dan bla bla nya. Hanya penikmat aja.\xe2\x80\xa6 https://t.co/ubqRNCck8B'",
b'Lagunya charlie puth yg ceathing on you musik nya bagus bgt deh',1
b'@agoeng_sis @langitRTV makanya sebut langsung stasiun TVnya. kalo sebel sama @TRANS7 ya mention aja. kalo cuma bila\xe2\x80\xa6 https://t.co/5RCSLLGXZx',
b'Bangtan yang mengharumkan korea\nEh..yang lain menyepelekan musik karya dan power ketulusan fans\nGmn mau membuat ban\xe2\x80\xa6 https://t.co/HkgVWO5HYA',
"b'Ada wartawan nanya pertanyaan bagus, ""apa bedanya lo sama konten kreator otomotif lainnya?""\n.\n""Cuma gue yang nyampe di skena musik""\n.\nAzek'",
"b'Ada anime bagus tentang band/musik, ternyata Yaoi.\n\xf0\x9f\x98\xa9'",
b'#Repost @combipharID (get_repost)\n\xe3\x83\xbb\xe3\x83\xbb\xe3\x83\xbb\nBerlari sambil mendengarkan musik ternyata dapat membawa manfaat bagi tubuh l\xe2\x80\xa6 https://t.co/I1vLtAsOlf',
"b'Berlari sambil mendengarkan musik ternyata dapat membawa manfaat bagi tubuh lho, Healthy People! Selain dapat membu\xe2\x80\xa6 https://t.co/3cU7CteV1N'",1
"b'@woxnnwoo Kalau anime musik ada beberapa yg bagus kaya ""Your lie in april dan piano no mori""'",
"b'Lantunan irama musik dari barang rongsokan... Bagus ga bagus, asyik ga asyik kita dipaksa harus dengarkan musik itu...'",0
b'Pas abis gajian kemaren enggak ada sama sekali yg nawarin cymbal babar blas.\nIni uang udah kepake banyak toko musik\xe2\x80\xa6 https://t.co/Ny6mqa3Brs',
"b'@SoundOfYogi Maybe you need to listen BTS, bukan hanya karena gua stan mereka. Namun, kalau ditelisik lebih dalam l\xe2\x80\xa6 https://t.co/xc4iSLsguD'",
"b'9. Tattoo/Drinking/Agama\n\n"" Si J/k sekarang tatoan gue gak suka deh"" ""Ih J/m/n minumnya kek gitu jadi gak demen"" ""N\xe2\x80\xa6 https://t.co/bzwTCLrBs5'",
"b'@CakraWedaL Aku sih gak ngerti ya soal teknis ""standar musik yang bagus"" itu gimana wkwk namanya juga selera kan ka\xe2\x80\xa6 https://t.co/yzux6L66mB'",
b'Nyari headphone bagus buat dengerin musik sambil ngegym... \nNaksir bgt sama Skullcandy Crusher Wireless. Tapi menan\xe2\x80\xa6 https://t.co/3uutwVikUW',
"b'@realbeelfauz Ini sekolahnya dimana? Mapel atau ekskul? Bagus banget ga cuma nyanyi-nyanyi doang, tapi sambil main\xe2\x80\xa6 https://t.co/7UdxxcmfcD'",
"b'@prayfrluck \xe2\x80\x9cAku juga, hanya mencoba mendengar beberapa lagu yang sekiranya bagus.\xe2\x80\x9d \n\nSang pemuda tersenyum tipis.\xe2\x80\xa6 https://t.co/dOvyTnaDBL'",
"b'Mari kita nilai, kalau dari gambar, musik ama mood nya menurutku mewah banget kayak film pokoknya \xf0\x9f\x8c\x9f\xf0\x9f\x8c\x9f\xf0\x9f\x8c\x9f\xf0\x9f\x8c\x9f\xf0\x9f\x8c\x9f ceritanya t\xe2\x80\xa6 https://t.co/ymnY9MRF2u'",
b'iyadah musik jaman skarang sampah monoton semua.. paling bagus lingsir wengi',0
"b'Kemarin liat streaming live concertnya BTS, hampir 3 jam, bagus sih cuman anehnya gak hectic aku tu \xf0\x9f\x98\x91\nTetep live co\xe2\x80\xa6 https://t.co/kvhNkk1buF'",
b'@arioadimas Referensi bagus tentang isu-isu scene musik lokal. ,
b'@4k943nuest sebagai pengamat dunia bisnis dan pemasaran (ciaaaahhh)\nnuest punya pasar sendiri walau ga besar tp tre\xe2\x80\xa6 https://t.co/jF3ElJetow',
"b'Sato [yg rambutnya warna orange] complicated hidupnya, tapi Uenoyama yg memang diem-diem perhatian, g bisa lepas da\xe2\x80\xa6 https://t.co/gmbh4QB4s6'",
"b'@Heyuwasa Hwasa! Saya sudah dengar lagunya. Saya kira diawal headset saya ilang sebelah suaranya, gaktaunya sebelah\xe2\x80\xa6 https://t.co/eSWqHA0PE3'",
"b'aku kadang suka cari cari musik di spotify dan nemu lagu2 yang bagus menurutku, coba di puter siapa tau kalian juga\xe2\x80\xa6 https://t.co/qppMPA7ZKB'",
b'Dari Synchronize fest aku semakin yakin kalau band-band masa lalu punya lagu-lagu dan musik yang amat bagus. Meski\xe2\x80\xa6 https://t.co/VGq6aJtYIo',1
"b'Capek bahas perilaku, sifat, sikap para orang terhormat, bagus dengerin musik semasa STM dulu wkwkkw https://t.co/gCWJBgNMHJ'",
b'@santeira Engga kok. Musik Indo berevolusi. Duo semangka ini ya jadi guyonan aja disini. Sisanya banyaaaakk yang ba\xe2\x80\xa6 https://t.co/ZSuf0b3Ukz',
b'13) Seneng dan bangga liat perkembangan musik Indonesia yg makin bagus bgt bgt skrg. Keep the best work dear Indone\xe2\x80\xa6 https://t.co/YcenYxLKur',1
b'12) Bahkan byk jg musisi2 yang baru terjun ke industri musik Indonesia yg ga kalah bagus sm musisi2 senior legend.\xe2\x80\xa6 https://t.co/0hYoXzDbuO',1
b'Ini salah satu metode pengamatan trend musik\n\nsalah satu pisau bedah analisa yang bagus\n\nhttps://t.co/7Zmv3c0qhS',
"b'Thread bagus.\nDari kapan hari sempat kepikiran ""kenapa musik mainstream sekarang polanya gitu2 aja yak?"" https://t.co/SRfUyiTJzp'",
"b'@SoundOfYogi Semakin canggih teknologi semakin kosong nilai seni. Gak perlu bakat bagus, otak brilian olah kata, ki\xe2\x80\xa6 https://t.co/QpdJFurEG6'",
"b'@SoundOfYogi tapi bang, terlahirnya sistem tadi kan ternyata menguntungkan bagi pemodal musik\n\nmereka ambil ambang\xe2\x80\xa6 https://t.co/gnBxlLVTNn'",
"b'""Yaudah sih... anggep aja emang itu kondisi dunia kita, selama semuanya bahagia, kenapa musti marah2? just let it b\xe2\x80\xa6 https://t.co/j60d7G9O3d'",1
"b'Panitia #KarangasemWorldMusicFestival 2019 Ida Bagus Agung Gunarthawa menyatakan, Karangasem World Music Festival a\xe2\x80\xa6 https://t.co/SjgXwNhgNX'",
"b'Gue bisa aja marah2 ngomel2 tentang ""arrgghh kualitas musikk arrggh"" tapi faktanya emang gitu sih sitemnya\n\nkalo mu\xe2\x80\xa6 https://t.co/OUUulgiohL'",
b'suara diva di kotak musik himakrim bagus bgt \xf0\x9f\x98\xab',1
"b'@SoundOfYogi Sebenernya dari dulu pun banyak musik ""sampah"" yg populer. \nTapi yg gak sampah juga banyak. \nApa karna\xe2\x80\xa6 https://t.co/tFfirRa2Kv'",1
b'@SoundOfYogi Haha bahkan sekelas Barry Likumahuwa juga pernah nyinggung masalah ini makanya dia gamau ke major labe\xe2\x80\xa6 https://t.co/IrpOZ0e2mE',
"b'@pilaradio886fm Kalo nggak video call doi ya rebahan aja, nyetel musik sambil asah kemampuan bermain gitar, kadang\xe2\x80\xa6 https://t.co/5RFpHA9zZG'",
b'@akarprana @rezanufa @SoundOfYogi Perihal musik barangkali tertarik coba dengar karya-karya musisi AS Kareem Salama\xe2\x80\xa6 https://t.co/RUmUVS4gw8',
"b'Panitia #KarangasemWorldMusicFestival 2019 Ida Bagus Agung Gunarthawa menyatakan, Karangasem World Music Festival a\xe2\x80\xa6 https://t.co/EKpDohZoyW'",
"b'Panitia #KarangasemWorldMusicFestival 2019 Ida Bagus Agung Gunarthawa menyatakan, Karangasem World Music Festival a\xe2\x80\xa6 https://t.co/kR0Rgx2EYp'",
"b'Panitia #KarangasemWorldMusicFestival 2019 Ida Bagus Agung Gunarthawa menyatakan, Karangasem World Music Festival a\xe2\x80\xa6 https://t.co/IIuPrZ5FlH'",
"b'Ida Bagus Agung Gunarthawa selaku panitia mengatakan, #KarangasemWorldMusicFestival akan dikemas untuk menjembatani\xe2\x80\xa6 https://t.co/lUv66uZ4VC'",
"b'Panitia #KarangasemWorldMusicFestival 2019 Ida Bagus Agung Gunarthawa menyatakan, Karangasem World Music Festival a\xe2\x80\xa6 https://t.co/EHzIlqwg7a'",
"b'Panitia #KarangasemWorldMusicFestival 2019 Ida Bagus Agung Gunarthawa menyatakan, Karangasem World Music Festival a\xe2\x80\xa6 https://t.co/AJiMwBBBAZ'",
"b'Panitia #KarangasemWorldMusicFestival 2019 Ida Bagus Agung Gunarthawa menyatakan, Karangasem World Music Festival a\xe2\x80\xa6 https://t.co/TDBHjefPSE'",
